InstitutionalRole	PrimaryDomain	OrgName	OrgType	CountryName	CountryISO	WDSOrg	WDSMembership	WDSOrgLat	WDSOrgLong
Librarian	Library and Information Science	The Nigerian Stock Exchange	Large Enterprise	Nigeria	NGA				
Librarian	Research Data Management	University of Sheffield	Academia/Research	United Kingdom	GBR				
Librarian	Information Science	Smithsonian  Libraries / Biodiversity Heritage Library	Other (please specify) - obligatory	United States	USA				
Librarian	Medical Libraries	University of Cincinnati	Academia/Research	United States	USA				
Librarian	Open Science, Scholarly Communication, Data Curation, Digital Preservation	European University Institute	Academia/Research	Italy	ITA				
Librarian	Digital preservation, digitization, RDM	Université Libre de Bruxelles	Academia/Research	Belgium	BEL				
Librarian	Library	The Maria Grzegorzewska University	Academia/Research	Poland	POL				
Librarian	Research reporting 	UNSW Library 	Academia/Research	Australia	AUS				
Librarian	Data	University of Michigan Library	Academia/Research	United States	USA				
Librarian	Information Resources	Consorci de Serveis Universitaris de Catalunya (CSUC)	Other (please specify) - obligatory	Spain	ESP				
Librarian	Digital Humanities	AU Library	Academia/Research	Denmark	DNK				
Librarian	Open Access, RDM	University of Leeds	IT Consultancy/Development	United Kingdom	GBR				
Librarian	Linguistics	UiT The Arctic University of Norway	Academia/Research	Norway	NOR				
Librarian	Agriculture	University of Nebraska-Lincoln	Academia/Research	United States	USA				
Librarian	Research support	UAB	Academia/Research	Spain	ESP				
Librarian	Libraries and Information Management	Griffith University	Academia/Research	Australia	AUS				
Librarian	Information sciences	University of Lille, Sciences and Technology	Academia/Research	France	FRA				
Librarian	Library Science, Digital Library, Research Data Management, Knowledge Management	National Institute of Technology, Rourkela	Academia/Research	India	IND				
Librarian	Findability & searchability	Malmö University	Academia/Research	Sweden	SWE				
Librarian	Library and Information Science	National Diet Library	Government/Public Services	Japan	JPN				
Librarian	research data	IST Austria	Academia/Research	Austria	AUT				
Librarian	Library and Information science 	G B  Pant University of Agriculture and Technology	Academia/Research	India	IND				
Librarian	Metadata	Smithsonian Institution	Government/Public Services	United States	USA				
Librarian	Aerospace	Japan Aerospace Exploration Agency 	Government/Public Services	Japan	JPN				
Librarian	Libraries, scholarly publishers	Universitat Politècnica de Catalunya (UPC)	Academia/Research	Spain	ESP				
Librarian	Research data management	Michigan State University Libraries	Academia/Research	United States	USA				
Librarian	scholarly communication	Kaunas University of Technology	Academia/Research	Lithuania	LTU				
Librarian	Library science / metadata 	National Institute of Standards and Technology	Government/Public Services	United States	USA				
Librarian	Digital Preservation	Simon Fraser University	Academia/Research	Canada	CAN				
Librarian	Open Access Librarian	University of Luxembourg	Academia/Research	Luxembourg	LUX				
Librarian	Medical Librarianship	University of Melbourne	Academia/Research	Australia	AUS				
Librarian	research data management, open access	University of Helsinki	Academia/Research	Finland	FIN				
Librarian	librarianship	University of Ljubljana	Academia/Research	Slovenia	SVN				
Librarian	Knowledge Management/ Information Technology	Catholic University of Zimbabwe	Academia/Research	Zimbabwe	ZWE				
Librarian	Library and information science	Bindura University of Science Education	Academia/Research	Zimbabwe	ZWE				
Librarian	Open Access, Open Data	DIGITAL.CSIC Repository, Unit of Information Resources for Research, Spanish National Research Council	Academia/Research	Spain	ESP				
Librarian	Scholarly Communications	University of Westminster	Academia/Research	United Kingdom	GBR				
Librarian	Librarianship	Universitat Pompeu Fabra	Academia/Research	Spain	ESP				
Librarian	Science & Engineering	University of Wisconsin-Madison	Academia/Research	United States	USA				
Librarian	Library and Information Science	University of Malta	Academia/Research	Malta	MLT				
Librarian	Academic Libraries	Universitat de Barcelona	Academia/Research	Spain	ESP				
Librarian	Information curation	Center for International Forestry Research (CIFOR)	Academia/Research	Indonesia	IDN				
Librarian	Information Science	University of Malta Library	Academia/Research	Malta	MLT				
Librarian	Electronic services	King Abdullah University of Science and Technology (KAUST)	Academia/Research	Saudi Arabia	SAU				
Librarian	Information Science	Tampere University	Academia/Research	Finland	FIN				
Librarian	Medical and Health Sciences/Basic medicine	Universidad de Navarra	Academia/Research	Spain	ESP				
Librarian	Repostitory Manager	University of Vienna	Academia/Research	Austria	AUT				
Librarian	Librarianship and information Science	Universidad Autonoma de Madrid	Academia/Research	Spain	ESP				
Librarian	Open Access / Researcg Data Management / Bibliometrics	Universitat Oberta de Catalunya	Academia/Research	Spain	ESP				
Librarian	Sciences de l'information	Université de Ségou	Government/Public Services	Mali	MLI				
Librarian	digital preservation, metadata	Network for Earthquake Engineering Simulation	Academia/Research	United States	USA				
Librarian	Digital Initiatives	Georgetown University Libraries	Academia/Research	United States	USA				
Librarian	Library and Information Science	Gdańsk University of Technology	Academia/Research	Poland	POL				
Librarian	Librarianship	Universitat Politècnica de Catalunya	Academia/Research	Spain	ESP				
Librarian	Librarianship	University of Stuttgart	Academia/Research	Germany	DEU				
Librarian	Librarian	Universitat Rovira i Virgili	Academia/Research	Spain	ESP				
Librarian	Health Information	Biblioteca de Ciències de la Salut de Catalunya. Departament de Salut. Generlitat de Catalunya	Government/Public Services	Spain	ESP				
Librarian	Library of Health Sciences	Biblioteca de Ciències de la Salut de Catalunya (Departament de Salut - Generalitat de Catalunya)	Government/Public Services	Spain	ESP				
Librarian	Mathematics Computer Science	Universitat de Barcelona	Academia/Research	Spain	ESP				
Librarian	Open Access, Open Science	Slovak Centre of Scientific and Technical Information (SCSTI)	Government/Public Services	Slovakia	SVK				
Librarian	Open Access	Slovak Centre for Scientific and Technical Information	Government/Public Services	Slovakia	SVK				
Librarian	Oncology	Fundacion Centro Nacional de Investigaciones Oncologicas Carlos III	Academia/Research	Spain	ESP				
Librarian	information management	National Research Council Canada	Government/Public Services	Canada	CAN				
Librarian	Technology for libraries	University of the Basque Country	Academia/Research	Spain	ESP				
Librarian	Education	Universitat Oberta de Catalunya	Academia/Research	Spain	ESP				
Librarian	Science Data and Metadata Curation	Cornell University Library	Academia/Research	United States	USA				
Librarian	Open Access	ICFO	Academia/Research	Spain	ESP				
Librarian	academic research	Universitat de Vic-Universitat Central de Catalunya	Academia/Research	Spain	ESP				
Librarian	Humanities	Universitat de Barcelona	Academia/Research	Spain	ESP				
Librarian	Intellectual property rights	Universitat Pompeu Fabra	Academia/Research	Spain	ESP				
Librarian	Medical libraries	Hospital Universitari Vall d'Hebron	Government/Public Services	Spain	ESP				
Librarian	metadata	Universidad de Oviedo	Academia/Research	Spain	ESP				
Librarian	Librarian	UPC	Academia/Research	Spain	ESP				
Librarian	Medicine	Hospital Universitari Vall d'Hebron	Government/Public Services	Spain	ESP				
Librarian	Library	UPC	Academia/Research	Spain	ESP				
Librarian	Library	UPC	Academia/Research	Spain	ESP				
Librarian	Copyright, Contracts	University of Michigan Library	Academia/Research	United States	USA				
Librarian	Science Librarianship	University of Miami Libraries	Academia/Research	United States	USA				
Librarian	Library Science	Clemson University	Academia/Research	United States	USA				
Librarian	Renewable Energies	CENER	Other (please specify) - obligatory	Spain	ESP				
Librarian	Library	Univercity of Cyprus	Academia/Research	Cyprus	CYP				
Librarian	Library	University of Cyprus	Academia/Research	Cyprus	CYP				
Librarian	Producción científica, repositorios, SIGB, open access, etc. 	Universidad de Huelva	Academia/Research	Spain	ESP				
Librarian	Library	Universitat Jaume I	Academia/Research	Spain	ESP				
Librarian	Library	IMIM	Academia/Research	Spain	ESP				
Librarian	Information Science	Universidade de Coimbra	Academia/Research	Portugal	PRT				
Librarian	Scholarly Communications/Collections	University of Wollongong	Academia/Research	Australia	AUS				
Librarian	Chemical Information	The University of Alabama	Academia/Research	United States	USA				
Librarian	Information sciences	USIU	Academia/Research	Kenya	KEN				
Librarian	Humanities/Arts	Università Ca'Foscari Venezia Italy	Academia/Research	Italy	ITA				
Librarian	Library and information science	Politecnico di Torino	Academia/Research	Italy	ITA				
Librarian	Biology	Constellation's Unity	Other (please specify) - obligatory	Indonesia	IDN				
Librarian	Library/government documents	Federal Reserve Bank of St. Louis	Academia/Research	United States	USA				
Librarian	Social Sciences	Universidade Europeia	Academia/Research	Portugal	PRT				
Librarian	Virtual Research Environments and Research Data Management	University of Pretoria	Academia/Research	South Africa	ZAF				
Librarian	Scholarly Communication	University of Pittsburgh	Academia/Research	United States	USA				
Librarian	Research Data Management 	Stanford University	Academia/Research	United States	USA				
Librarian	Information Management	Rensselaer Polytechnic Institute Libraries	Academia/Research	United States	USA				
Librarian	instruction	Virginia Commonwealth University	Academia/Research	United States	USA				
Librarian	Data Management	Texas A&M University	Academia/Research	United States	USA				
Librarian	Chemical Information	University of Pennsylvania	Academia/Research	United States	USA				
Librarian	Fisheries data	CSIC	Academia/Research	Spain	ESP				
Librarian	Metadata	Smithsonian Libraries	Government/Public Services	United States	USA				
Librarian	Engineering & Science	University of Victoria 	Academia/Research	Canada	CAN				
Librarian	Library and Information Management	Australian Research Data Commons	Government/Public Services	Australia	AUS				
Librarian	Scholarly communications	Boise State University	Academia/Research	United States	USA				
Librarian	Library and Information Science	Tufts University	Academia/Research	United States	USA				
Librarian	digital collections, digital preservation, metadata, linked open data, scholarly communication	Columbia University	Academia/Research	United States	USA				
Librarian	Library and Information	The University of Auckland	Academia/Research	New Zealand	NZL				
Librarian	library	csiro	Government/Public Services	Austria	AUT				
Librarian	Research data Management	University of Lorraine	Academia/Research	France	FRA				
Librarian	Library & Information Science	Zayed University, Abu Dhabi	Academia/Research	United Arab Emirates	ARE				
Librarian	Research Impact Assessment	Wageningen University & Research	Academia/Research	Netherlands	NLD				
Librarian	Information Science & Policy	Rollins College	Academia/Research	United States	USA				
Librarian	Research Data Officer	Tilburg University	Academia/Research	Netherlands	NLD				
Librarian	Bibliometry	INRAE	Academia/Research	France	FRA				
Librarian	Data & Research Impact	University of Rochester	Academia/Research	United States	USA				
Librarian	information	Inra	Academia/Research	France	FRA				
Librarian	Bibliometrics	INRA	Academia/Research	France	FRA				
Librarian	data management in libraries	University of Utah	Academia/Research	United States	USA				
Librarian	information retrival	Hebei University of Economics and Business	Academia/Research	China	CHN				
Librarian	Health sciences	Université du Québec à Chicoutimi	Academia/Research	Canada	CAN				
Librarian	Research Data Management, Reproducibility, Health Sciences	Eccles Health Science Library | University of Utah	Academia/Research	United States	USA				
Librarian	Information management 	University of Sydney 	Academia/Research	Australia	AUS				
Librarian	Digital Services	University of Limerick	Academia/Research	Ireland {Republic}	IRL				
Librarian	NULL	Gothenburg University Library	Academia/Research	Sweden	SWE				
Librarian	Digital scholarship	University of Guelph	Academia/Research	Canada	CAN				
Librarian	Economics	FRB	Government/Public Services	Vatican City	VAT				
Librarian	Libraries	University of Maryland	Academia/Research	United States	USA				
Librarian	Research support	BI Norwegian Business School	Academia/Research	Norway	NOR				
Librarian	Open Science	Zentral- und Hochschulbibliothek Luzern	Academia/Research	Switzerland	CHE				
Librarian	Information Science	National  University of Science and Technology 	Academia/Research	Zimbabwe	ZWE				
Librarian	Japanese Studies, Research Data Management	Freie Universität Berlin	Academia/Research	Germany	DEU				
Librarian	Library and information science	University of Skövde	Academia/Research	Sweden	SWE				
Librarian	Agriculture, Natural Resources, Environmental Science	University of Maryland-College Park	Academia/Research	United States	USA				
Librarian	Data Curation	University of Tennessee	Academia/Research	United States	USA				
Librarian	Bioinformatics	Northwestern University	Academia/Research	United States	USA				
Librarian	Cataloging	Grand Valley State University	Academia/Research	United States	USA				
Librarian	GIS	Columbia University	Academia/Research	United States	USA				
Librarian	Research Data Management and Digital Preservation	University of Sussex	Academia/Research	United Kingdom	GBR				
Librarian	Natural Sciences	Imperial College London	Academia/Research	United Kingdom	GBR				
Librarian	DOI registration	TIB	Government/Public Services	Germany	DEU				
Librarian	Data Science	National Library of Medicine	Government/Public Services	United States	USA				
Librarian	Indexing	Université Laval	Academia/Research	Canada	CAN				
Librarian	Research Data Services	Arizona State University	Academia/Research	United States	USA				
Librarian	Scholarly Communications	Lakehead University Library	Academia/Research	Canada	CAN				
Librarian	MEDICAL LIBRARIANSHIP, DIGITAL LIBRARY, RESEARCH DATA MANAGEMENT	ALL INDIA INSTITUTE OF MEDICAL SCIENCES 	Government/Public Services	India	IND				
Librarian	Science and Engineering	Tulane University	Academia/Research	United States	USA				
Librarian	Information Science	Embrapa	Government/Public Services	Brazil	BRA				
Librarian	Data Management 	National Transportation Library	Government/Public Services	United States	USA				
Librarian	Public Services  and Library support for research	University of British Columbia Library	Academia/Research	Canada	CAN				
Librarian	Library Technologies	UQAM	Academia/Research	Canada	CAN				
Librarian	Academic Libraries Management	MIT	Academia/Research	United States	USA				
Librarian	metadata, bibliographic control	NYU	Academia/Research	United States	USA				
Librarian	Library	PTB	Academia/Research	Germany	DEU				
Librarian	Library Science	Universidade da Coruña	Academia/Research	Spain	ESP				
Librarian	Scholarly communications	McGill University	Academia/Research	Canada	CAN				
Librarian	Data Librarianship; Research Data Management; statistics	Queen's University Library/Canadian Association of Research Libraries	Academia/Research	Canada	CAN				
Librarian	Economics	National Diet Library, Japan	Government/Public Services	Japan	JPN				
Librarian	Economics	National Diet Library, Japan	Government/Public Services	Japan	JPN				
Librarian	administration	uqac	Academia/Research	Canada	CAN				
Librarian	Astronomy, Physics, Meteorology Librarianship	University of Maryland - College Park	Academia/Research	United States	USA				
Librarian	biology, research data management	Northeastern University	Academia/Research	United States	USA				
Librarian	Data services	University of Windsor	Academia/Research	Canada	CAN				
Librarian	Open Access, research Data management 	King Abdullah University of Science and Technology 	Academia/Research	Saudi Arabia	SAU				
Librarian	information systems	Saint Mary's University	Academia/Research	Canada	CAN				
Librarian	Librarianship	UQAM	Academia/Research	Canada	CAN				
Librarian	Research Data Management	Simon Fraser University Library 	Academia/Research	Canada	CAN				
Librarian	Digital Libraries	North Carolina State University Libraries	Academia/Research	United States	USA				
Librarian	Librarianship	Centre de documentation collégiale	Academia/Research	Canada	CAN				
Librarian	Computer Programming 	HEC Montréal - Myriam & J.-Robert Ouimet Library	Academia/Research	Canada	CAN				
Librarian	Repository Services	University of Calgary	Academia/Research	Canada	CAN				
Librarian	Information Management	The Council of Atlantic University Libraries / Conseil des bibliothèques universitaires	Academia/Research	Canada	CAN				
Librarian	Research Data Management, Scholarly Communication	Canadian Research Knowledge Network	Academia/Research	Canada	CAN				
Librarian	College education and research	Centre de documentation collegiale	Other (please specify) - obligatory	Canada	CAN				
Librarian	Agricultural Information services	Corporación Colombiana de investigación agropecuaria -CORPOICA	Academia/Research	Colombia	COL				
Librarian	Research Data Services	The University of Hong Kong	Academia/Research	China	CHN				
Librarian	Research data management	National Institute of Standards and Technology	Government/Public Services	United States	USA				
Librarian	Library Science	University of Arizona	Academia/Research	United States	USA				
Librarian	Health science librarianship	Health Research Board	Government/Public Services	Ireland {Republic}	IRL				
Librarian	Research Libraries	University of Oklahoma	Academia/Research	United States	USA				
Librarian	Library and Information Science	American University Library	Academia/Research	United States	USA				
Librarian	Research data management	Nanyang Technological University	Academia/Research	Singapore	SGP				
Librarian	Libraries	Federal Reserve Bank of Kansas City	Government/Public Services	United States	USA				
Librarian	Research data management	University College Dublin	Academia/Research	Ireland {Republic}	IRL				
Librarian	Metadata management	Stockholm University Library	Academia/Research	Sweden	SWE				
Librarian	Geosciences	University of Massachusetts Amherst	Academia/Research	United States	USA				
Librarian	Science	The University of Sheffield	Academia/Research	United Kingdom	GBR				
Librarian	Agriculture Information Science	Virginia Tech	Academia/Research	United States	USA				
Librarian	Research Data Services & Archiving	Johns Hopkins University Libraries	Academia/Research	United States	USA				
Librarian	Research Data Management in the Life Sciences	ZB MED Information Centre for Life Sciences	Government/Public Services	Germany	DEU				
Librarian	Information Science	Federal University of Minas Gerais	Academia/Research	Brazil	BRA				
Librarian	Metadata, Information Management, Linked Data	University of Iowa	Academia/Research	United States	USA				
Librarian	Research data management	University of Bordeaux	Academia/Research	France	FRA				
Librarian	Institutional Repositories	University of Pretoria	Academia/Research	South Africa	ZAF				
Librarian	Library Science and Research	Chinhoyi University of Technology CUT)	Academia/Research	Zimbabwe	ZWE				
Librarian	Plasma Physics and E-Science	Princeton University	Academia/Research	United States	USA				
Librarian	Data Acquisition	Federal Reserve 	Government/Public Services	United States	USA				
Librarian	Engineering	University of Connecticut	Academia/Research	United States	USA				
Librarian	Scholarly Communications	École des Ponts ParisTech	Academia/Research	France	FRA				
Librarian	Open Access and RDM	Univerity of Oslo Library	Academia/Research	Norway	NOR				
Librarian	International Studies 	University of Michigan Library 	Academia/Research	United States	USA				
Librarian	Open Science	Gdansk University of Technology	Academia/Research	Poland	POL				
Librarian	Research Data Management / Institutional Repository	University of the Sunshine Coast	Academia/Research	Australia	AUS				
Librarian	Information Management	CSIRO	Academia/Research	Australia	AUS				
Librarian	science	Science and Technology Facilities Council	Government/Public Services	United Kingdom	GBR				
Librarian	Data Services	University of Wisconsin-Madison	Academia/Research	United States	USA				
Librarian	Library Science	Purdue University	Academia/Research	United States	USA				
Librarian	numeric data	UNC at Chapel Hill Libraries	Academia/Research	United States	USA				
Librarian	Social Sciences	University of Tartu Library	Academia/Research	Estonia	EST				
Librarian	Library	Université du Québec	Academia/Research	Canada	CAN				
Librarian	research data management	Washington State University Vancouver Library	Academia/Research	United States	USA				
Librarian	Agricultural, Environmental and Earth Sciences	Aberystwyth University	Academia/Research	United Kingdom	GBR				
Librarian	Information & Knowledge Strategy, Learning Technologies and Digital Stewardship of eScience Data	U.S. Food & Drug Administration	Government/Public Services	United States	USA				
Librarian	Data Curation	Food and Drug Administration	Government/Public Services	United States	USA				
Librarian	Health Sciences Librarianship	University of Wisconsin-Madison	Academia/Research	United States	USA				
Librarian	Library Science	Purdue University 	Academia/Research	United States	USA				
Librarian	Data Curation, Data Management, Data Management Plans, Training and Advocacy	University of South Africa	Academia/Research	South Africa	ZAF				
Librarian	Librarianship	California University of Management and Sciences	Academia/Research	United States	USA				
Librarian	Metadata management	ZBW	Other (please specify) - obligatory	Germany	DEU				
Librarian	Research data and e-resources	University of South-Eastern Norway	Academia/Research	Norway	NOR				
Librarian	Engineering Research and Data Services	UIUC	Academia/Research	United States	USA				
Librarian	astronomy	INAF - Osservatorio astronomico di Palermo	Academia/Research	Italy	ITA				
Librarian	Research Data Management	Maastricht University	Academia/Research	Netherlands	NLD				
Librarian	Research Data Management	Aston University	Academia/Research	United Kingdom	GBR				
Librarian	STI services	Inist-CNRS	Academia/Research	France	FRA				
Librarian	Management	Library of Congress	Government/Public Services	United States	USA				
Librarian	research data	Vienna University of Economics and Business	Academia/Research	Austria	AUT				
Librarian	Digital libraries	J. Willard Marriott Library	Academia/Research	United States	USA				
Librarian	Copyright and intellectual property	The University of Sheffield	Academia/Research	United Kingdom	GBR				
Librarian	Information and digital literacy 	http://www.bibliotek.dtu.dk	Academia/Research	Denmark	DNK				
Librarian	research data	CONICET	Government/Public Services	Argentina	ARG				
Librarian	Integrated Library Systems	University of Navarra	Academia/Research	Spain	ESP				
Librarian	Humanities	CNRS	Government/Public Services	France	FRA				
Librarian	Information Science	Looking for interesting work...	Academia/Research	Canada	CAN				
Librarian	Agricultural Sciences	University of Florida	Academia/Research	United States	USA				
Librarian	scientific & technical information management	US Department of Transportation	Government/Public Services	United States	USA				
Librarian	Communications	Oracle Labs	Large Enterprise	United States	USA				
Librarian	Environmental Studies and STEM Education	Universities at Shady Grove	Academia/Research	United States	USA				
Librarian	Research and Science Management	SLUB Dresden, Germany	Academia/Research	Germany	DEU				
Librarian	Open Science; Cell Biology	Carnegie Mellon University	Academia/Research	United States	USA				
Librarian	Legal information system, institutional repositories, evaluation of information system	St Stephen's College, University of Delhi	Academia/Research	India	IND				
Librarian	Information provision	National Crops Resources Research Institute [NaCRRI]	Academia/Research	Uganda	UGA				
Librarian	Data Repositories, Data Management Plan Advising, Metadata	University of Virginia Library	Academia/Research	United States	USA				
Librarian	Agricultural Sciences	Estonian University of Life Sciences	Academia/Research	Estonia	EST				
Librarian	Library	Hamburg University of Technology	Academia/Research	Germany	DEU				
Librarian	Management	DTU Library	Academia/Research	Denmark	DNK				
Librarian	Research data management	Freie Universität Berlin / Universitätsbibliothek	Academia/Research	Germany	DEU				
Librarian	library and information science	The National Diet Library	Government/Public Services	Japan	JPN				
Librarian	Research Data Services at University	TU Braunschweig, University Library	Academia/Research	Germany	DEU				
Librarian	Data & Digital Curation	University of Florida	Academia/Research	United States	USA				
Librarian	Library and Information Sciences	Faculty of Science and Technology, Universidade Nova de Lisboa	Academia/Research	Portugal	PRT				
Librarian	Library and Information Science - Scholarly Communication	University of Teramo	Academia/Research	Italy	ITA				
Librarian	Life Sciences	Cold Spring Harbor Laboratory	Academia/Research	United States	USA				
Librarian	Data Management and Analysis	Syracuse University	Academia/Research	United States	USA				
Librarian	Research Data (Science and Engineering)	University of Toronto	Academia/Research	Canada	CAN				
Librarian	Research Data and Scholarly Communications	University of Massachusetts Medical School	Academia/Research	United States	USA				
Librarian	Library and Information Science	German Cancer Research Center	Academia/Research	Germany	DEU				
Librarian	Open Access	ZHAW University Library	Academia/Research	Switzerland	CHE				
Librarian	Library and Information Science 	Colorado School of Mines	Academia/Research	United States	USA				
Librarian	Library Management	Max Planck Institute for the Study of Religious and Ethnic Diversity	Academia/Research	Germany	DEU				
Librarian	Library and information science	Central European University / Blinken Open Society Archives	Academia/Research	Hungary	HUN				
Librarian	Research data management; soil science; stable isotopes; climate change	University Library Osnabrueck	Academia/Research	Germany	DEU				
Librarian	None	Hochschule Geisenheim University	Academia/Research	Germany	DEU				
Librarian	Research Data Management, Data Curation, Data Science	University of South Africa	Academia/Research	South Africa	ZAF				
Librarian	Social Sciences (Education)	Kaunas University of Technology 	Academia/Research	Lithuania	LTU				
Librarian	Science and related disciplines; data management planning	Tisch Library, Tufts University	Academia/Research	United States	USA				
Librarian	data management	Northwestern University	Academia/Research	United States	USA				
Librarian	Socail sciences law	University of Melbourne	Academia/Research	Australia	AUS				
Librarian	Information specialist	Åbo Akademi University	Academia/Research	Finland	FIN				
Librarian	STEM Libraries/Data services 	Florida State University	Academia/Research	United States	USA				
Librarian	Cataloging & Metadata	Florida State University	Academia/Research	United States	USA				
Librarian	Information / Knowledge Management	World Agroforestry Centre (ICRAF)	Academia/Research	Kenya	KEN				
Librarian	Chemistry	University of California, Berkeley	Academia/Research	United States	USA				
Librarian	Library Technology	North Carolina State University	Academia/Research	United States	USA				
Librarian	Nursing, public health	University of Michigan	Academia/Research	United States	USA				
Librarian	Digital Librarian	US House of Representatives	Government/Public Services	United States	USA				
Librarian	obat	obat kuat	Government/Public Services	Indonesia	IDN				
Librarian	Information Science	Université de Lorraine	Academia/Research	France	FRA				
Librarian	 Veterinary Medicine	University of Florida Health Science Center Libraries	Academia/Research	United States	USA				
Librarian	Biomedical & Health Information Services	University of Florida Health Science Center Libraries	Academia/Research	United States	USA				
Librarian	Information Science	Virginia Tech	Academia/Research	United States	USA				
Librarian	RDM Specialist	Bielefeld University Library	Academia/Research	Germany	DEU				
Librarian	Metadata management	Pädagogische Hochschule St.Gallen	Academia/Research	Switzerland	CHE				
Librarian	Physical sciences	University of Ljubljana, Faculty of mathematics and physics	Academia/Research	Slovenia	SVN				
Librarian	Copyright Law	Indiana University Libraries -- Bloomington	Academia/Research	United States	USA				
Librarian	Data Management	University of Pennsylvania	Academia/Research	United States	USA				
Librarian	information sciences	Eurostat	Government/Public Services	Luxembourg	LUX				
Librarian	Academic research	University of Virginia	Academia/Research	United States	USA				
Librarian	open science	Göttingen State and University Library	Academia/Research	Germany	DEU				
Librarian	Electronic publishing	Swedish University of Agricultural Sciences, Library	Academia/Research	Sweden	SWE				
Librarian	Library and Information Sciences	RWTH Aachen University	Academia/Research	Germany	DEU				
Librarian	scientific data management	Wenzhou university	Academia/Research	China	CHN				
Librarian	Library Science	KAUST	Academia/Research	Saudi Arabia	SAU				
Librarian	NULL	University of South Carolina	Academia/Research	United States	USA				
Librarian	Open Access	University of Göttingen	Academia/Research	Germany	DEU				
Librarian	Digitization , Data rescue	ZAMG	Government/Public Services	Austria	AUT				
Librarian	DH Consultation, non-western languages	Freie Universität Berlin	Academia/Research	Germany	DEU				
Librarian	Science Librarianship	Indiana University, Bloomington	Academia/Research	United States	USA				
Librarian	Academic libraries, research support, social media	Universitat de les Illes Balears	Academia/Research	Spain	ESP				
Librarian	Research data management	Lund University	Academia/Research	Sweden	SWE				
Librarian	digital repositories	Universidad Nacional de Educación a Distancia, UNED	Academia/Research	Spain	ESP				
Librarian	Social Science (Education, Political Science)	California State University Channel Islands	Academia/Research	United States	USA				
Librarian	Scholarly communication	Ubiquity Press	Academia/Research	United States	USA				
Librarian	Semantic Web, Knowledge Organization 	Indian Institute for Human Settlements	Academia/Research	India	IND				
Librarian	metadata, digital collection	George Washington University Libraries	Academia/Research	United States	USA				
Librarian	Life/physical sciences	George Washington University	Academia/Research	United States	USA				
Librarian	Biomedical science	National Library of Medicine	Government/Public Services	United States	USA				
Librarian	Social Sciences/Communication	Universidade da Coruña	Academia/Research	Spain	ESP				
Librarian	Research Data Managment	La Trobe University 	Academia/Research	Australia	AUS				
Librarian	teaching & learning in STeM	MIT	Academia/Research	United States	USA				
Librarian	Libraries	George Washington University	Academia/Research	United States	USA				
Librarian	Economics	EUI	Academia/Research	Italy	ITA				
Librarian	Data Librarianship	The Pennsylvania State University	Academia/Research	United States	USA				
Librarian	information literacy	Kaunas University of Technology	Academia/Research	Lithuania	LTU				
Librarian	Organization of knowledge	Universidad del Rosario	Academia/Research	Colombia	COL				
Librarian	Healthcare	Texas A&M University	Academia/Research	United States	USA				
Librarian	Research data	The University of Sydney	Academia/Research	Australia	AUS				
Librarian	open access	Università Cattolica del Sacro Cuore	Academia/Research	Italy	ITA				
Librarian	Data Services Librarianship	George Washington University	Academia/Research	United States	USA				
Librarian	NULL	Lewis & Clark College	Academia/Research	United States	USA				
Librarian	Biodiversity Informatics	Washington University in St. Louis	Academia/Research	United States	USA				
Librarian	Open science publishing, Research data management	Helsinki University Library	Academia/Research	Finland	FIN				
Librarian	Health science data	Galter Health Sciences Library, Northwestern University	Academia/Research	United States	USA				
Librarian	Library & Information Science	Universidade Federal do Ceará	Academia/Research	Brazil	BRA				
Librarian	Medical and Health Sciences	Torrens University	Academia/Research	Australia	AUS				
Librarian	Research Data, Electronic Publishing	National Institute of Standards and Technology	Government/Public Services	United States	USA				
Librarian	Library and Information Science	Universidade do Minho	Academia/Research	Portugal	PRT				
Librarian	Librarianship	Hanze University of Applied Sciences	Small and Medium Enterprise	Netherlands	NLD				
Librarian	Information Science	American University of Beirut	Academia/Research	Lebanon	LBN				
Librarian	Metadata	Stellenbosch University	Academia/Research	South Africa	ZAF				
Librarian	Bibliometrics	Universidade Europeia	Academia/Research	Portugal	PRT				
Librarian	Librarian/data outreach	Virginia commonwealth university	Academia/Research	United States	USA				
Librarian	Collection Management, Reference, Instruction	University of Iowa	Academia/Research	United States	USA				
Librarian	Public health data	University of Michigan	Academia/Research	United States	USA				
Librarian	Information management	State Library of North Carolina	Government/Public Services	United States	USA				
Librarian	Open Accesss and RDM	Izmir İnstitute of Technology	Academia/Research	Turkey	TUR				
Librarian	Digital repositories, research data management, digital scholarship, library technologies, application development	Sheridan College Library	Academia/Research	Canada	CAN				
Librarian	Librarian, Linguistics	Turku University Library	Academia/Research	Finland	FIN				
Librarian	Digital Scholarship & Preservation Services	Cornell University	Academia/Research	United States	USA				
Librarian	Library and information science	Indian Institute of Technology Gandhinagar India	Academia/Research	India	IND				
Librarian	Preservation Administration	The University of Texas at Austin Libraries	Academia/Research	United States	USA				
Librarian	library management	Corvinus University of Budapest	Academia/Research	Hungary	HUN				
Librarian	Humanities	Ghent University	Academia/Research	Belgium	BEL				
Librarian	Medical and Health Sciences	University of Debrecen University and National Library	Academia/Research	Hungary	HUN				
Librarian	Research support	University of Debrecen University and National Library	Academia/Research	Hungary	HUN				
Librarian	Social Sciences/Media and Communication	University of Debrecen University and National Library	Academia/Research	Hungary	HUN				
